,username,post_url,caption,likes,comments,timestamp
55,atmahn,CjNVxFuJEEE,"🔴575 POUNDS !! 𝐖𝐄 𝐀𝐑𝐄 𝐍𝐎𝐓 𝐇𝐄𝐑𝐄 𝐓𝐎 𝐓𝐀𝐊𝐄 𝐏𝐀𝐑𝐓 𝐖𝐄 𝐀𝐑𝐄 𝐇𝐄𝐑𝐄 𝐓𝐎 𝐓𝐀𝐊𝐄 𝐎𝐕𝐄𝐑! #TEAMMUSCLEENGINEER #GODISWITHUS✝️

𝐏𝐮𝐥𝐥𝐢𝐧𝐠 𝟐𝟔𝟎𝐤𝐠 ( 575lbs) 𝐜𝐨𝐧𝐯𝐞𝐧𝐭𝐢𝐨𝐧𝐚𝐥 𝐝𝐞𝐚𝐝𝐥𝐢𝐟𝐭 𝐚𝐭 𝟏𝟗𝐲𝐞𝐚𝐫𝐬 of age and has taken no peds , not even a supplement beyond whey ! Not even creatine!! Just practice with Trust in God 🙏 and got the work done 💪😎. 600lbs  coming soon 

#powerlifting #powerliftingmotivation #nattygains #motivationalquotes #deadlift #deadliftmotivation #squats #deadlifts #gymmotivation #gymshark #grindtimebabyy",12305,52,2022-10-02 10:46:03
56,atmahn,CixoUDSpPL2,"Chad grip 🗿 + Nike slides 🦍
.
.
#deadlifts #deadlifting #gripstrength #powerliftingmeet #powerlifting #college #collegelife #trendingreels #trending #chad #atmahnlifts",241,39,2022-09-21 16:35:56
57,atmahn,CintwEvBYmy,"Top G's
The friend who always says ""Stfu❗️u can lift more than that"" 🗿",282,1,2022-09-17 20:03:02
58,atmahn,Cik62eiBqJV,"Patrick Bateman 🗿
.
.
.
#americanpsycho #patrickbateman #fitness #fitnessmotivation #weightlifting #powerlifting #physique #physiqueupdate #chasingthepump #gains #gainsgainsgains #traps #atmahnlifts",375,61,2022-09-16 18:02:46
59,atmahn,Cg3UvM5j6Vu,"🗿
.
.
.
#workout #workoutmotivation #deadlifts #backworkout #fitness #fitnessmotivation #reels #trendingreels #bigleagues #biggame",298,12,2022-08-05 04:40:40
60,atmahn,CgJhc62Jzo0,"🦍👑
.
.
.
#fitness #firnessmotivation #powerlifting #squats #benchpress #deadlift #transformation #wimpykid #workout #workoutmotivation #atmahnlifts",229,28,2022-07-18 09:38:43
61,atmahn,CgARFYwhkXm,"🥴❗️
.
.
.
#gym #gymmemes #gymsnap #bikeguy #bikes #apache #rr310 #snap #fitness #atmahnlifts",199,1,2022-07-14 19:28:37
62,atmahn,Cfu40Bspniv,"250 aint too far❗️
230 x 1
@nash_l_immanuel @muscle___engineer 
.
.
.
#deadlift #deadliftsandchill #workout #workoutmotivation #backday #deadliftpr #teammuscleengineer #atmahnlifts",174,12,2022-07-08 01:36:41
63,atmahn,CfEVdpAJsGx,"Never complaining ❗️🗿
.
.
.
#workout #workoutmotivation #fitness #fitnessmotivation #cardio #weighttraining #atmahn #atmahnlifts",188,19,2022-06-21 12:43:44
64,atmahn,CeoyZpaBD9Q,"Pullin' plates 🦍❗️
Clickbaited🗿
Stay focused kings👑📈
.
.
.
#gym #gymlife #gymmotivation #gymhumor #pullday #pulldayworkout #deadlift #moreplatesnodates #powerlifting #deadliftsandchill #ﬁtness #fitnessmotivation #stayfocused #staywoke #alpha #atmahn #atmahnlifts",141,22,2022-06-10 20:00:43
65,atmahn,CdEB7JkJPQH,"We goooo jimmmmmm‼️
.
.
.
#squatpr #squats #legday #alphamindset #atmahn #atmahnlifts",356,4,2022-05-02 16:51:16
66,atmahn,Cc1pTwTorK0,"🦍👑
.
.
.
#lifting #weightlifting #powerlifting #mambamentality #atmahn #atmahnlifts",174,17,2022-04-27 02:47:28
67,atmahn,CcbERHjhwab,"Back at my natural habitat 🦍❗️
.
.
#deadlifts #deadliftday #backworkout #backday #lats #iron #atmahn #atmahnlifts",171,9,2022-04-16 19:02:34
68,atmahn,CcI6wjcBGI2,"Team Dynamo 🔱‼️
.
.
.
#deadlifts #deadliftday #pullups #fitness #collegelife #umirinbrah",265,32,2022-04-09 17:54:47
69,atmahn,Cb8L7S4hYJF,"Not your typical college reel ‼️
.
.
.
#powerlifting #batman #alphamale #embracemasculinity #atmahn #atmahnlifts",224,26,2022-04-04 19:12:19
70,atmahn,CaPtTiQhrpl,"Flamboyant 
.
.
.
#atmahn #alphamale #chestgains #flamboyant #uzuitengen",280,20,2022-02-21 16:06:12
71,atmahn,CZCXEl1JnaN,"Chasing gains 🔱
#team_muscle_engineer
.
.
.
#tricepsworkout #triceps #triceppump #pumpsecured #chasinggains #atmahn",196,22,2022-01-22 15:10:24
72,atmahn,CYIzdo6h84k,"Ending this year with a pr 🔱
#team_muscle_engineer.
.
.
.
#sonofgod #deadlifts #powerlifting #200kgclub #alpha #atmahn",91,4,2021-12-31 06:44:08
73,atmahn,CYIxn3Hh7Jq,"The road to 200 
#team_muscle_engineer 
@nash_l_immanuel @muscle___engineer 
.
.
.
#sonofgod #weighlifting #powerlifting #deadlifts #roadto200kgdeadlift #alpha #atmahn",302,26,2021-12-31 06:27:39
74,atmahn,CX3UvpPhh_I,"To repping pr's 🍻
@muscle___engineer @nash_l_immanuel 
.
.
.
#powerlifting #weightlifting #gold #givemethegold #reppingprs #strength #alpha #atmahn",162,26,2021-12-24 11:53:04
75,atmahn,CXOeLljBpUS,"Infinity♾
Yea i dont have a ring light 😁🤝
@nash_l_immanuel @muscle___engineer 
#team_muscle_engineer
.
.
.
#sonofgod #fitness #shoulderworkout #chestworkout #pump #chasingpumps #infinity #atmahn #alpha",599,85,2021-12-08 15:03:33
76,atmahn,CWV6Kpqh7ei,"Tatakai 👊
@nash_l_immanuel
@muscle___engineer .
.
.
#sonofgod #teammuscleengineer #sickcuntz #zyzz #zyzzlegacy #shoulderworkout #traps #flex #strong #alpha #atmahn",283,64,2021-11-16 15:48:27
77,atmahn,CVpJxdIhQwo,"60kgs to 130kgs squats ✝️🙏
One step at a time one squat at a time 
@nash_l_immanuel
@muscle___engineer .
.
.
#sonofgod #legday #legworkout #squats #pr #squatpr #squatprogression #alphamale",129,26,2021-10-30 06:41:26
78,atmahn,CVXHoNhhZgu,"By god's grace , two PR's in one day 🙏✝️
@muscle___engineer @nash_l_immanuel 
#muscleengineerfam❤
@_the.fitness.mentor_ 

.
.
.
#sonofgod #teammuscleengineer #deadlift #prday #alphamale #roadto200",151,29,2021-10-23 06:38:23
79,atmahn,CShUawghPJ5,"103.5 kg to 87.5 kg 
Trained and transformed by @muscle___engineer 
.
.
.
#muscleengineer #fitness #weightlossjourney #squats #strong #alphamale",200,39,2021-08-13 16:07:56
80,atmahn,CNoxCh1HF-q,"One step at a time 
One squat at a time 
.
.
.
#squats #squat #legday #legdayworkout #quads #quadfather #fitness #fitnessmodel #fitnessjourney #asstothegrass #atmahn #alphamale",148,16,2021-04-14 06:54:10
81,atmahn,CNj04DmniWY,"72kg to 128kg deadlifts
(Yet to check my pr)
#team_muscleengineer 
.
.
.
#deadlift #strength #powerlifting #deadlifttillimdead #fitness #atmahn #alphamale",352,34,2021-04-12 08:49:27
82,_satz_cr7,B1EWhg7jFT1,,35,2,2019-08-12 14:53:55
83,_satz_cr7,Bx36EqFF1tU,"Life doesn't require that we ... ☺️be the best only that...we try our best.😎
#favpic 
#hitmeup 
#lovingtis",36,12,2019-05-25 05:20:14
84,_satz_cr7,BwPjLNngtAK,,28,1,2019-04-14 16:39:08
85,_satz_cr7,BvwuXzbAbc8,,27,0,2019-04-02 17:20:31
86,_satz_cr7,BvuCAK_F_fJ,,25,2,2019-04-01 16:14:20
